KPD_SIFRA	NAZIV	SEKTOR	RAZINA	FINALNA
20.59.5	Raznovrsni kemijski proizvodi	C	4	NE
20.59.6	Želatina i derivati želatine; ljepila	C	4	NE
20.59.7	Eterična ulja	C	4	NE
20.59.8	Eksplozivi	C	4	NE
20.59.9	Podugovarateljski poslovi kao dio proizvodnje ostalih kemijskih proizvoda, d. n.	C	4	NE
20.60.1	Sintetička vlakna	C	4	NE
20.60.2	Umjetna vlakna	C	4	NE
20.60.9	Podugovarateljski poslovi kao dio proizvodnje umjetnih vlakana	C	4	NE
21.10.1	Salicilna kiselina, O-acetilsalicilna kiselina, njihove soli i esteri	C	4	NE
21.10.2	Lizin, glutaminska kiselina i njihove soli; kvarterne amonijeve soli i hidroksidi; fosfoaminolipidi; amidi, njihovi derivati i soli	C	4	NE
21.10.3	Ostali laktoni, heterociklički spojevi samo s heteroatomom ili heteroatomima dušika, koji u strukturi sadržavaju nekondenzirani pirazolov prsten, pirimidinov prsten, piperazinov prsten, nekondenzirani triazinov prsten ili sustav fenatiazinovih prstena dalje nekondenziranih; hidantion i njegovi derivati; sulfonamidi	C	4	NE
21.10.4	Ostali šećeri, kemijski čisti; ostali šećerni eteri i esteri te njihove soli	C	4	NE
21.10.5	Provitamini, vitamini i hormoni; glikozidi i biljni alkaloidi i njihovi derivati; antibiotici	C	4	NE
21.10.6	Žlijezde i ostali organi; njihovi ekstrakti i ostale tvari ljudskog ili životinjskog podrijetla	C	4	NE
21.10.9	Podugovarateljski poslovi kao dio proizvodnje osnovnih farmaceutskih proizvoda	C	4	NE
21.20.1	Lijekovi	C	4	NE
21.20.2	Ostali farmaceutski pripravci	C	4	NE
21.20.9	Podugovarateljski poslovi kao dio proizvodnje farmaceutskih pripravaka	C	4	NE
22.11.1	Nove vanjske i unutarnje gume (zračnice)	C	4	NE
22.11.2	Protektirane pneumatske vanjske gume	C	4	NE
22.11.9	Podugovarateljski poslovi kao dio proizvodnje vanjskih i unutarnjih guma (zračnica); protektiranje i obnova vanjskih i unutarnjih guma	C	4	NE
22.12.1	Regenerirana guma u primarnim oblicima ili u pločama, listovima ili trakama	C	4	NE
22.12.2	Nevulkanizirana guma i proizvodi od nevulkanizirane gume; vulkanizirana guma, osim tvrde gume, u nitima, kordu, pločama, listovima, trakama, šipkama i profilima	C	4	NE
22.12.3	Cijevi i crijeva od vulkanizirane gume, osim od tvrde gume	C	4	NE
22.12.4	Pogonsko i transportno remenje, od vulkanizirane gume	C	4	NE
22.12.5	Gumirani tekstilni proizvodi, osim od gumenog korda	C	4	NE
22.12.6	Odjevni predmeti i pribor za odjeću od vulkanizirane gume, osim od tvrde gume	C	4	NE
22.12.7	Ostali proizvodi od vulkanizirane gume; tvrda guma; proizvodi od tvrde gume	C	4	NE
22.12.9	Podugovarateljski poslovi kao dio proizvodnje ostalih proizvoda od gume	C	4	NE
22.21.2	Cijevi, crijeva i njihov pribor, od plastike	C	4	NE
22.21.3	Ploče, listovi, filmovi, folije i vrpce, od plastike necelularne strukture, nepojačani, laminirani, pojačani ili slično kombinirani s drugim materijalima	C	4	NE
22.21.4	Ostale ploče, listovi, filmovi, folije i vrpce od plastike	C	4	NE
22.21.9	Podugovarateljski poslovi kao dio proizvodnje ploča, listova, cijevi i profila od plastike	C	4	NE
22.22.1	Ambalaža od plastike	C	4	NE
22.22.9	Podugovarateljski poslovi kao dio proizvodnje ambalaže od plastike	C	4	NE
22.23.1	Vrata, prozori i njihovi okviri te pragovi za vrata; rolete, kapci i slični proizvodi te njihovi dijelovi, od plastike	C	4	NE
22.23.9	Podugovarateljski poslovi kao dio proizvodnje vrata, prozora i njihovih okvira te pragova za vrata; roleta, kapaka i sličnih proizvoda te njihovih dijelova, od plastike	C	4	NE
22.24.1	Obloge za pod, zid ili strop od plastike i tvrdog materijala osim plastike, spremnici i sanitarni proizvodi, od plastike	C	4	NE
22.24.2	Montažne zgrade, od plastike	C	4	NE
22.24.9	Podugovarateljski poslovi kao dio proizvodnje proizvoda od plastike za građevinarstvo	C	4	NE
22.25.0	Usluge obrade i dovršavanja proizvoda od plastike	C	4	NE
22.26.1	Odjeća i pribor za odjeću, od plastike	C	4	NE
22.26.2	Ostali proizvodi od plastike, d. n.	C	4	NE
22.26.9	Usluge proizvodnje ostalih proizvoda od plastike; podugovarateljski poslovi kao dio proizvodnje ostalih proizvoda od plastike	C	4	NE
23.11.1	Ravno staklo	C	4	NE
23.11.9	Podugovarateljski poslovi kao dio proizvodnje ravnog stakla	C	4	NE
23.12.1	Oblikovano i obrađeno ravno staklo, osim višeslojnih izolacijskih panela od stakla	C	4	NE
23.12.2	Višeslojni izolacijski paneli od stakla	C	4	NE
23.12.9	Podugovarateljski poslovi kao dio proizvodnje oblikovanog i obrađenog ravnog stakla	C	4	NE
23.13.1	Šuplje staklo	C	4	NE
23.13.9	Usluge dovršavanja šupljeg stakla; podugovarateljski poslovi kao dio proizvodnje šupljeg stakla	C	4	NE
23.14.1	Staklena vlakna	C	4	NE
23.14.9	Podugovarateljski poslovi kao dio proizvodnje staklenih vlakana	C	4	NE
23.15.1	Ostalo obrađeno polugotovo staklo	C	4	NE
23.15.2	Ostalo tehničko staklo i proizvodi od stakla	C	4	NE
23.15.9	Usluge dovršavanja ostalog stakla; podugovarateljski poslovi kao dio proizvodnje ostalog obrađenog stakla	C	4	NE
23.20.1	Vatrostalni proizvodi	C	4	NE
23.20.9	Podugovarateljski poslovi kao dio proizvodnje vatrostalnih proizvoda	C	4	NE
23.31.1	Keramičke pločice i ploče	C	4	NE
23.31.9	Podugovarateljski poslovi kao dio proizvodnje keramičkih pločica i ploča	C	4	NE
23.32.1	Opeka, crjepovi i proizvodi od pečene gline za građevinarstvo	C	4	NE
23.32.9	Podugovarateljski poslovi kao dio proizvodnje opeke, crijepa i proizvoda od pečene gline za građevinarstvo	C	4	NE
23.41.1	Keramički proizvodi za kućanstvo i ukrasni predmeti	C	4	NE
23.41.9	Podugovarateljski poslovi kao dio proizvodnje keramičkih proizvoda za kućanstvo i ukrasnih predmeta	C	4	NE
23.42.1	Sanitarna keramika	C	4	NE
23.42.9	Podugovarateljski poslovi kao dio proizvodnje sanitarne keramike	C	4	NE
23.43.1	Keramički izolatori i izolacijski pribor	C	4	NE
23.43.9	Podugovarateljski poslovi kao dio proizvodnje keramičkih izolatora i izolacijskog pribora	C	4	NE
23.44.1	Ostali tehnički proizvodi od keramike	C	4	NE
23.44.9	Podugovarateljski poslovi kao dio proizvodnje ostalih tehničkih proizvoda od keramike	C	4	NE
23.45.1	Ostali proizvodi od keramike	C	4	NE
23.45.9	Podugovarateljski poslovi kao dio proizvodnje ostalih proizvoda od keramike	C	4	NE
23.51.1	Cement	C	4	NE
23.51.9	Podugovarateljski poslovi kao dio proizvodnje cementa	C	4	NE
23.52.1	Živo vapno, gašeno vapno i hidraulično vapno	C	4	NE
23.52.2	Gips	C	4	NE
23.52.3	Kalcinirani ili aglomerirani dolomit	C	4	NE
23.52.9	Podugovarateljski poslovi kao dio proizvodnje vapna i gipsa	C	4	NE
23.61.1	Proizvodi od betona za građevinarstvo	C	4	NE
23.61.2	Montažne zgrade od betona	C	4	NE
23.61.9	Podugovarateljski poslovi kao dio proizvodnje proizvoda od betona za građevinarstvo	C	4	NE
23.62.1	Proizvodi od gipsa za građevinarstvo	C	4	NE
23.62.9	Podugovarateljski poslovi kao dio proizvodnje proizvoda od gipsa za građevinarstvo	C	4	NE
23.63.1	Gotova betonska smjesa	C	4	NE
23.63.9	Podugovarateljski poslovi kao dio proizvodnje gotove betonske smjese	C	4	NE
23.64.1	Žbuka	C	4	NE
23.64.9	Podugovarateljski poslovi kao dio proizvodnje žbuke	C	4	NE
23.65.1	Proizvodi od fibrocementa	C	4	NE
23.65.9	Podugovarateljski poslovi kao dio proizvodnje proizvoda od fibrocementa	C	4	NE
23.66.1	Ostali proizvodi od betona, cementa i gipsa	C	4	NE
23.66.9	Podugovarateljski poslovi kao dio proizvodnje ostalih proizvoda od betona, cementa i gipsa	C	4	NE
23.70.1	Rezani, oblikovani i obrađeni kamen	C	4	NE
23.70.9	Podugovarateljski poslovi kao dio proizvodnje rezanog, oblikovanog i obrađenog kamena	C	4	NE
23.91.1	Brusni proizvodi (abrazivi)	C	4	NE
23.91.9	Podugovarateljski poslovi kao dio proizvodnje brusnih proizvoda	C	4	NE
23.99.1	Ostali nemetalni mineralni proizvodi, d. n.	C	4	NE
23.99.9	Podugovarateljski poslovi kao dio proizvodnje nemetalnih mineralnih proizvoda, d. n.	C	4	NE
24.10.1	Primarni materijali od željeza i čelika	C	4	NE
24.10.2	Sirovo željezo i čelik	C	4	NE
24.10.3	Toplovaljani plosnati proizvodi od željeza ili čelika, dalje neobrađeni	C	4	NE
24.10.5	Plosnati valjani prozvodi od željeza ili čelika, obloženi, platirani ili prevučeni i plosnati valjani proizvodi od brzoreznog čelika i silicijskog elektročelika	C	4	NE
24.10.6	Toploobrađene žice i šipke od željeza ili čelika	C	4	NE
24.10.7	Toploobrađeni teški profili, brušene ploče i materijal za gradnju željezničkih i tramvajskih tračnica, od željeza ili čelika	C	4	NE
24.10.9	Podugovarateljski poslovi kao dio proizvodnje sirovog željeza, čelika i ferolegura	C	4	NE
24.20.1	Cijevi, šuplji profili, bešavni, od željeza ili čelika	C	4	NE
24.20.3	Ostale cijevi i šuplji profili, s otvorenim šavom ili zavarene, zakovane ili zatvorene na sličan način, od željeza ili čelika	C	4	NE
24.20.4	Pribor za cijevi, od nelijevanog željeza ili čelika	C	4	NE
24.20.9	Podugovarateljski poslovi kao dio proizvodnje cijevi, šupljih profila i pripadajućeg pribora, od željeza ili čelika	C	4	NE
24.31.1	Hladnovučene šipke i čvrsti profili od željeza ili nelegiranog čelika	C	4	NE
24.31.2	Hladnovučene šipke i čvrsti profili od legiranog čelika, osim od nehrđajućeg čelika	C	4	NE
24.31.3	Hladnovučene šipke i čvrsti profili od nehrđajućeg čelika	C	4	NE
24.31.9	Podugovarateljski poslovi kao dio proizvodnje hladnovučenog čelika	C	4	NE
24.32.9	Podugovarateljski poslovi kao dio proizvodnje hladnovaljanih uskih vrpci	C	4	NE
24.33.1	Otvoreni i hladnooblikovani profili	C	4	NE
24.33.2	Rebrasti limovi od željeza ili nelegiranog čelika	C	4	NE
24.33.3	Metalne ploče od prevučenog željeznog ili čeličnog lima	C	4	NE
24.33.9	Podugovarateljski poslovi kao dio proizvodnje hladnooblikovanih i profiliranih proizvoda	C	4	NE
24.34.1	Hladnovučene žice	C	4	NE
24.34.9	Podugovarateljski poslovi kao dio proizvodnje hladnovučene žice	C	4	NE
24.41.1	Srebro, neobrađeno, kao poluproizvod ili u prahu	C	4	NE
24.41.2	Zlato, neobrađeno, kao poluproizvod ili u prahu	C	4	NE
24.41.3	Platina, neobrađena, kao poluproizvod ili u prahu	C	4	NE
24.41.4	Obični metali ili srebro, pozlaćeni, ali dalje neobrađeni, osim kao poluproizvod	C	4	NE
24.41.5	Obični metali, posrebreni, te obični metali, srebro i zlato, prevučeni platinom, dalje neobrađeni, osim kao poluproizvod	C	4	NE
24.41.9	Podugovarateljski poslovi kao dio proizvodnje plemenitih metala	C	4	NE
24.42.1	Aluminij, sirovi; aluminijev oksid	C	4	NE
24.42.2	Poluproizvodi od aluminija i legura aluminija	C	4	NE
24.42.9	Podugovarateljski poslovi kao dio proizvodnje aluminija	C	4	NE
24.43.1	Olovo, cink i kositar, sirovi	C	4	NE
24.43.2	Poluproizvodi od olova, cinka, kositra i njihovih legura	C	4	NE
24.43.9	Podugovarateljski poslovi kao dio proizvodnje olova, cinka i kositra	C	4	NE
24.44.1	Bakar, sirovi; bakrenac; cementni bakar	C	4	NE
24.44.2	Poluproizvodi od bakra i bakrenih legura	C	4	NE
24.44.9	Podugovarateljski poslovi kao dio proizvodnje bakra	C	4	NE
24.45.1	Nikal, sirovi; međuproizvodi od metalurgije nikla	C	4	NE
24.45.2	Poluproizvodi od nikla i legura nikla	C	4	NE
24.45.3	Ostali obojeni metali i proizvodi od njih; kermeti; pepeo i ostaci koji sadržavaju metale i metalne spojeve	C	4	NE
24.45.9	Podugovarateljski poslovi kao dio proizvodnje ostalih obojenih metala	C	4	NE
24.46.1	Prirodni uran i njegovi spojevi; legure, disperzije, keramički proizvodi i mješavine koje sadržavaju prirodni uran ili spojeve prirodnog urana	C	4	NE
24.46.9	Podugovarateljski poslovi kao dio proizvodnje prirodnog urana i njegovih spojeva; legura, disperzija, keramičkih proizvoda i mješavina koje sadržavaju prirodni uran ili spojeve prirodnog urana	C	4	NE
24.51.1	Usluge lijevanja lijevanog željeza	C	4	NE
24.51.2	Cijevi i šuplji profili, od lijevanog željeza	C	4	NE
24.51.3	Pribor za cijevi, od lijevanog željeza	C	4	NE
24.51.9	Podugovarateljski poslovi kao dio usluga lijevanja željeza	C	4	NE
24.52.1	Usluge lijevanja čelika	C	4	NE
24.52.2	Cijevi od centrifugalno lijevanog čelika	C	4	NE
24.52.3	Cijevi i pribor za cijevi, od lijevanog čelika	C	4	NE
24.53.0	Usluge lijevanja lakih metala	C	4	NE
24.54.0	Usluge lijevanja bakra, cinka i ostalih obojenih metala	C	4	NE
25.11.1	Montažne zgrade od metala	C	4	NE
25.11.2	Metalne konstrukcije i njihovi dijelovi	C	4	NE
25.11.9	Podugovarateljski poslovi kao dio proizvodnje metalnih konstrukcija i njihovih dijelova	C	4	NE
25.12.1	Vrata, prozori i njihovi okviri te pragovi za vrata, od metala	C	4	NE
25.12.9	Podugovarateljski poslovi kao dio proizvodnje vrata, prozora i njihovih okvira te pragova za vrata, od metala	C	4	NE
25.21.1	Radijatori i kotlovi za centralno grijanje	C	4	NE
25.21.2	Nuklearni reaktori i njihovi dijelovi	C	4	NE
25.21.9	Podugovarateljski poslovi kao dio proizvodnje radijatora, parnih kotlova i kotlova za centralno grijanje	C	4	NE
25.22.1	Ostale cisterne, rezervoari i slične posude od metala	C	4	NE
25.22.9	Podugovarateljski poslovi kao dio proizvodnje ostalih cisterni, rezervoara i sličnih posuda od metala	C	4	NE
25.30.1	Oružje i streljivo	C	4	NE
25.30.9	Podugovarateljski poslovi kao dio proizvodnje oružja i streljiva	C	4	NE
25.40.1	Usluge kovanja metala	C	4	NE
25.40.2	Usluge prešanja i štancanja lima	C	4	NE
25.40.3	Ostale usluge oblikovanja metala	C	4	NE
25.40.4	Metalurgija praha	C	4	NE
25.51.0	Usluge prevlačenja metala	C	4	NE
25.52.0	Usluge toplinske obrade metala	C	4	NE
25.53.1	Usluge dorađivanja (tokarenja) metalnih dijelova	C	4	NE
25.53.2	Ostale usluge strojne obrade metala	C	4	NE
25.61.1	Pribor za jelo i sječiva	C	4	NE
25.61.9	Podugovarateljski poslovi kao dio proizvodnje pribora za jelo i sječiva	C	4	NE
25.62.1	Brave i okovi	C	4	NE
25.62.9	Podugovarateljski poslovi kao dio proizvodnje brava i okova	C	4	NE
25.63.1	Ručni alat za uporabu u poljoprivredi, vrtlarstvu ili šumarstvu	C	4	NE
25.63.2	Ručne pile; listovi za pile svih vrsta	C	4	NE
25.63.3	Ostali ručni alat	C	4	NE
25.63.4	Zamjenljivi dijelovi za ručni alat na mehanički ili električni pogon i za alatne strojeve	C	4	NE
25.63.5	Kalupi; kalupnici za ljevaonice metala; modelne ploče; modeli za izradu kalupa	C	4	NE
25.63.6	Ostali alat	C	4	NE
25.63.9	Podugovarateljski poslovi kao dio proizvodnje alata	C	4	NE
25.91.1	Čelične bačve i slične posude	C	4	NE
25.91.9	Podugovarateljski poslovi kao dio proizvodnje čeličnih bačvi i sličnih posuda	C	4	NE
25.92.1	Ambalaža od lakih metala	C	4	NE
25.92.9	Podugovarateljski poslovi kao dio proizvodnje ambalaže od lakih metala	C	4	NE
25.93.1	Proizvodi od žice, lanci i opruge	C	4	NE
25.93.9	Podugovarateljski poslovi kao dio proizvodnje proizvoda od žice, lanaca i opruga	C	4	NE
25.94.1	Zakovice i vijčana roba	C	4	NE
25.94.9	Podugovarateljski poslovi kao dio proizvodnje zakovica i vijčane robe	C	4	NE
25.99.1	Proizvodi od metala za kupaonicu i kuhinju	C	4	NE
25.99.2	Ostali proizvodi od običnih metala	C	4	NE
25.99.9	Podugovarateljski poslovi kao dio proizvodnje ostalih gotovih proizvoda od metala, d. n.	C	4	NE
26.11.1	Termionske, hladnokatodne i fotokatodne cijevi	C	4	NE
26.11.2	Poluvodički elementi; montirani piezoelektrični kristali	C	4	NE
26.11.3	Elektronički integrirani krugovi	C	4	NE
26.11.4	Dijelovi elektroničkih ventila i cijevi i drugih elektroničkih komponenti	C	4	NE
26.11.5	Prazni tiskani krugovi	C	4	NE
26.11.9	Usluge povezane s proizvodnjom elektroničkih integriranih krugova; podugovarateljski poslovi kao dio proizvodnje elektroničkih komponenti	C	4	NE
26.12.1	Učitani tiskani krugovi	C	4	NE
26.12.2	Zvučne, video, mrežne i slične kartice za strojeve za automatsku obradu podataka	C	4	NE
26.12.3	Pametne kartice	C	4	NE
26.12.9	Usluge povezane s tiskanjem krugova i mikrosastavljanjem za tiskane krugove; podugovarateljski poslovi kao dio proizvodnje punih elektroničkih ploča	C	4	NE
26.20.1	Računala, njihovi dijelovi i pribor	C	4	NE
26.20.2	Memorijske jedinice i ostali memorijski uređaji	C	4	NE
26.20.3	Ostale jedinice strojeva za automatsku obradu podataka	C	4	NE
26.20.4	Dijelovi i pribor kompjutorskih strojeva	C	4	NE
26.20.9	Usluge proizvodnje računala i periferne opreme; podugovarateljski poslovi kao dio proizvodnje računala i periferne opreme	C	4	NE
26.30.1	Radioodašiljači i televizijski odašiljači; televizijske kamere	C	4	NE
26.30.2	Električni uređaji za žičanu telefoniju i telegrafiju; videofoni	C	4	NE
26.30.3	Dijelovi električnih telefonskih i telegrafskih uređaja	C	4	NE
26.30.4	Antene i antenski reflektori svih vrsta i njihovi dijelovi; dijelovi radijskih i televizijskih odašiljača te televizijskih kamera	C	4	NE
26.30.9	Podugovarateljski poslovi kao dio proizvodnje komunikacijske opreme	C	4	NE
26.40.1	Radioprijamnici	C	4	NE
26.40.2	Televizijski prijamnici, neovisno o tome jesu li kombinirani s radioprijamnikom ili aparatom za snimanje ili reprodukciju zvuka ili slike ili ne	C	4	NE
26.40.3	Aparati za snimanje i reprodukciju zvuka i slike	C	4	NE
26.40.4	Mikrofoni, zvučnici, prijamnici za radiotelefoniju i radiotelegrafiju	C	4	NE
26.40.5	Dijelovi zvučne opreme i videoopreme	C	4	NE
26.40.6	Konzole za videoigre (koje se koriste s televizijskim prijamnikom ili imaju vlastiti ekran) i ostale igre s elektroničkim prikazom	C	4	NE
26.40.9	Podugovarateljski poslovi kao dio proizvodnje elektroničkih uređaja za široku potrošnju	C	4	NE
26.51.1	Navigacijski, meteorološki, geofizički i slični instrumenti i aparati	C	4	NE
26.51.2	Radari i radionavigacijski uređaji	C	4	NE
26.51.3	Precizne vage; instrumenti za crtanje, računanje, mjerenje duljine i slično	C	4	NE
26.51.4	Instrumenti za mjerenje električnih veličina ili ionizirajućih zračenja	C	4	NE
26.51.5	Instrumenti za kontrolu drugih fizičkih svojstava	C	4	NE
26.51.6	Ostali instrumenti i aparati za mjerenje, kontrolu i ispitivanje	C	4	NE
26.51.7	Termostati, manostati, ostali instrumenti i aparati za automatsku regulaciju ili kontrolu	C	4	NE
26.51.8	Dijelovi i pribor za opremu za mjerenje, ispitivanje i navigaciju	C	4	NE
26.51.9	Podugovarateljski poslovi kao dio proizvodnje opreme za mjerenje, ispitivanje i navigaciju	C	4	NE
26.52.1	Satovi, osim satnih mehanizma i dijelova	C	4	NE
26.52.2	Satni mehanizmi i dijelovi	C	4	NE
26.52.9	Podugovarateljski poslovi kao dio proizvodnje satova	C	4	NE
26.60.1	Oprema za zračenje, elektromedicinska i elektroterapeutska oprema	C	4	NE
26.60.9	Usluge proizvodnje medicinskih instrumenata; podugovarateljski poslovi kao dio proizvodnje opreme za zračenje, elektromedicinske i elektroterapeutske opreme	C	4	NE
26.70.1	Fotografska oprema i njezini dijelovi	C	4	NE
26.70.2	Ostali optički instrumenti i njihovi dijelovi	C	4	NE
26.70.3	Magnetski i optički mediji	C	4	NE
26.70.9	Podugovarateljski poslovi kao dio proizvodnje optičkih instrumenata, magnetskih i optičkih medija te fotografske opreme	C	4	NE
27.11.3	Električni generatorski agregati i rotacijski pretvarači (konverteri)	C	4	NE
27.11.4	Električni transformatori	C	4	NE
27.11.5	Inverteri, ispravljači, pretvarači	C	4	NE
27.11.6	Balasti za žarulje i cijevi s pražnjenjem; ostali induktori	C	4	NE
27.11.7	Dijelovi za elektromotore, generatore i transformatore	C	4	NE
27.11.9	Podugovarateljski poslovi kao dio proizvodnje elektromotora, generatora i transformatora	C	4	NE
27.12.3	Pultovi	C	4	NE
27.12.4	Dijelovi aparata za distribuciju i kontrolu električne energije	C	4	NE
27.12.9	Podugovarateljski poslovi kao dio proizvodnje uređaja za distribuciju i kontrolu električne energije	C	4	NE
27.20.1	Primarne stanice i primarne baterije te njihovi dijelovi	C	4	NE
27.20.2	Električni akumulatori i njihovi dijelovi	C	4	NE
27.20.9	Podugovarateljski poslovi kao dio proizvodnje baterija i akumulatora	C	4	NE
27.31.1	Kablovi od optičkih vlakana	C	4	NE
27.31.9	Podugovarateljski poslovi kao dio proizvodnje kablova od optičkih vlakana	C	4	NE
27.32.1	Ostale elektroničke i električne žice i kablovi	C	4	NE
27.32.9	Podugovarateljski poslovi kao dio proizvodnje ostalih elektroničkih i električnih žica i kablova	C	4	NE
27.33.1	Elektroinstalacijski materijal	C	4	NE
27.33.9	Podugovarateljski poslovi kao dio proizvodnje elektroinstalacijskog materijala	C	4	NE
27.40.1	Žarulje s nitima ili izbijanjem; lučne žarulje	C	4	NE
27.40.2	Svjetiljke i rasvjetna tijela	C	4	NE
27.40.3	Ostale svjetiljke i rasvjetna tijela	C	4	NE
27.40.4	Dijelovi za svjetiljke i rasvjetnu opremu	C	4	NE
27.40.9	Podugovarateljski poslovi kao dio proizvodnje rasvjetne opreme	C	4	NE
27.51.1	Hladnjaci i zamrzivači; strojevi za pranje rublja; električni pokrivači; ventilatori	C	4	NE
27.51.2	Ostali električni aparati za kućanstvo	C	4	NE
27.51.3	Dijelovi električnih aparata za kućanstvo	C	4	NE
27.51.9	Podugovarateljski poslovi kao dio proizvodnje električnih aparata za kućanstvo	C	4	NE
27.52.1	Neelektrični aparati za kućanstvo, za grijanje i kuhanje	C	4	NE
27.52.2	Dijelovi pećnica, štednjaka, aparata za grijanje tanjura i sličnih neelektričnih aparata za kućanstvo	C	4	NE
27.52.9	Podugovarateljski poslovi kao dio proizvodnje neelektričnih aparata za kućanstvo	C	4	NE
27.90.1	Ostala električna oprema i njezini dijelovi	C	4	NE
27.90.2	Indikacijske ploče s ugrađenim uređajima s tekućim kristalima ili svjetlećim diodama; električni uređaji za zvučnu i vizualnu signalizaciju	C	4	NE
27.90.3	Električni alati za lemljenje i zavarivanje, strojevi i aparati za površinsko kaljenje i vruće štrcanje	C	4	NE
27.90.4	Ostala električna oprema, d. n.	C	4	NE
27.90.5	Električni kondenzatori	C	4	NE
27.90.6	Električni otpornici, osim grijaćih otpornika	C	4	NE
27.90.7	Električna oprema za signalizaciju, sigurnost, upravljanje prometom i nadzor prometa na željezničkim i tramvajskim prugama, cestama, unutarnjim vodenim putovima, parkiralištima, u lučkim postrojenjima ili zračnim lukama	C	4	NE
27.90.8	Dijelovi električnih kondenzatora, električnih otpornika, reostata i potenciometara	C	4	NE
27.90.9	Podugovarateljski poslovi kao dio proizvodnje ostale električne opreme	C	4	NE
28.11.1	Motori, osim motora za zrakoplove i motorna vozila	C	4	NE
28.11.2	Turbine	C	4	NE
28.11.3	Dijelovi turbina	C	4	NE
28.11.4	Dijelovi motora	C	4	NE
28.11.9	Podugovarateljski poslovi kao dio proizvodnje motora i turbina, osim motora za zrakoplove i motorna vozila	C	4	NE
28.12.1	Hidraulični pogonski uređaji, osim dijelova	C	4	NE
28.12.2	Dijelovi hidrauličnih pogonskih uređaja	C	4	NE
28.12.9	Podugovarateljski poslovi kao dio proizvodnje hidrauličnih pogonskih uređaja	C	4	NE
28.13.1	Crpke za tekućine; elevatori tekućina	C	4	NE
28.13.2	Zračne i vakuumske crpke; zračni i ostali plinski kompresori	C	4	NE
28.13.3	Dijelovi crpki i kompresora	C	4	NE
28.13.9	Podugovarateljski poslovi kao dio proizvodnje ostalih crpki i kompresora	C	4	NE
28.14.1	Slavine, pipci, ventili i slični uređaji za cjevovode, kotlove, spremnike, kace i slično	C	4	NE
28.14.2	Dijelovi slavina, ventila i sličnih proizvoda	C	4	NE
28.14.9	Podugovarateljski poslovi kao dio proizvodnje ostalih slavina i ventila	C	4	NE
28.15.1	Kuglični i valjkasti ležajevi	C	4	NE
28.15.2	Ostali ležajevi, prijenosnici, prijenosni i pogonski elementi	C	4	NE
28.15.3	Dijelovi ležajeva, prijenosnika i pogonskih elemenata	C	4	NE
28.15.9	Podugovarateljski poslovi kao dio proizvodnje ležajeva, prijenosnika te prijenosnih i pogonskih elemenata	C	4	NE
28.21.1	Peći, kamini i trajna oprema za grijanje kućanstva	C	4	NE
28.21.9	Podugovarateljski poslovi kao dio proizvodnje peći, kamina i trajne opreme za grijanje kućanstva	C	4	NE
28.22.1	Uređaji za dizanje i prenošenje te njihovi dijelovi	C	4	NE
28.22.2	Vjedrice, lopate, hvataljke i kliješta za dizalice, kranove i slično	C	4	NE
28.22.9	Podugovarateljski poslovi kao dio proizvodnje uređaja za dizanje i prenošenje	C	4	NE
28.23.1	Računovodstveni strojevi i slični strojevi s ugrađenim uređajem za računanje	C	4	NE
28.23.2	Uredski strojevi i njihovi dijelovi	C	4	NE
28.23.9	Usluge proizvodnje uredskih i računovodstvenih strojeva, osim računala i periferne opreme; podugovarateljski poslovi kao dio proizvodnje uredskih strojeva i opreme, osim računala i periferne opreme	C	4	NE
28.24.1	Elektromehanički ručni alat; ostali prijenosni mehanizirani ručni alat	C	4	NE
28.24.2	Dijelovi mehaniziranoga ručnog alata	C	4	NE
28.24.9	Podugovarateljski poslovi kao dio proizvodnje mehaniziranog ručnog alata	C	4	NE
28.25.1	Izmjenjivači topline; uređaji za klimatizaciju, oprema za hlađenje i zamrzavanje, osim za kućanstvo	C	4	NE
28.25.2	Ventilatori, osim stolnih, podnih, zidnih, prozorskih, stropnih i krovnih	C	4	NE
28.25.3	Dijelovi opreme za hlađenje i zamrzavanje te toplinskih crpki	C	4	NE
28.25.9	Podugovarateljski poslovi kao dio proizvodnje rashladne i ventilacijske opreme, osim za kućanstva	C	4	NE
28.29.1	Generatori plina, aparati za destilaciju i filtriranje	C	4	NE
28.29.2	Strojevi za čišćenje, punjenje, pakiranje i zamatanje boca i druge ambalaže; aparati za gašenje požara, pištolji za prskanje, strojevi za izbacivanje pare ili pijeska; brtve	C	4	NE
28.29.3	Industrijski, kućanski i ostali uređaji za vaganje i mjerenje	C	4	NE
28.29.4	Centrifuge, kalanderi i automati za prodaju robe	C	4	NE
28.29.5	Strojevi za pranje posuđa, industrijskog tipa	C	4	NE
28.29.6	Ostali strojevi za obradu materijala promjenom temperature	C	4	NE
28.29.7	Neelektrični strojevi i aparati za lemljenje i zavarivanje i njihovi dijelovi; plinski strojevi i aparati za površinsku toplinsku obradu	C	4	NE
28.29.8	Dijelovi ostalih strojeva za opće namjene, d. n.	C	4	NE
28.29.9	Podugovarateljski poslovi kao dio proizvodnje ostalih strojeva za opće namjene, d. n.	C	4	NE
28.30.1	Poljoprivredni traktori, traktori za šumarstvo, jednoosovinski traktori i traktori gusjeničari	C	4	NE
28.30.2	Strojevi za pripremu zemlje	C	4	NE
28.30.3	Kosilice za travnjake, parkove i sportske terene	C	4	NE
28.30.4	Strojevi za žetvu	C	4	NE
